,dominant_topic,month
27958,10,2021-01
27959,3,2021-05
27960,7,2021-02
27961,8,2021-07
27962,6,2021-06
27963,2,2020-08
27964,6,2021-07
27965,7,2021-02
27966,7,2021-10
27967,8,2021-05
27968,8,2021-10
27969,0,2021-01
27970,10,2021-02
27971,11,2021-02
27972,7,2021-01
27973,6,2021-04
27974,3,2022-08
27975,5,2021-10
27976,10,2020-09
27977,4,2020-08
27978,11,2020-12
27979,0,2020-09
27980,0,2021-01
27981,11,2021-01
27982,0,2020-12
27983,2,2021-04
27984,9,2021-04
27985,3,2021-01
27986,9,2021-10
27987,0,2021-12
27988,10,2021-03
27989,6,2021-12
27990,4,2021-11
27991,10,2021-05
27992,0,2021-04
27993,6,2022-02
27994,0,2021-11
27995,10,2021-02
27996,6,2021-01
27997,4,2020-09
27998,0,2021-10
27999,6,2021-01
28000,7,2021-03
28001,2,2021-02
28002,11,2021-12
28003,0,2021-01
28004,6,2021-07
28005,2,2021-04
28006,11,2021-06
28007,2,2021-07
28008,1,2021-03
28009,9,2021-03
28010,2,2021-09
28011,4,2020-11
28012,6,2021-10
28013,7,2021-07
28014,0,2021-01
28015,0,2021-01
28016,4,2021-08
28017,6,2021-06
28018,6,2021-07
28019,4,2021-03
28020,6,2021-07
28021,0,2021-03
28022,0,2021-01
28023,10,2021-05
28024,0,2021-08
28025,10,2021-12
28026,1,2021-03
28027,3,2022-02
28028,3,2021-01
28029,9,2021-02
28030,7,2021-01
28031,6,2021-01
28032,0,2021-10
28033,11,2021-06
28034,11,2022-02
28035,4,2021-03
28036,10,2020-12
28037,10,2021-08
28038,11,2021-12
28039,1,2021-08
28040,5,2022-08
28041,4,2022-03
28042,8,2021-05
28043,3,2021-07
28044,6,2021-04
28045,0,2021-08
28046,11,2021-01
28047,5,2021-07
28048,4,2022-08
28049,0,2021-05
28050,3,2021-04
28051,11,2021-08
28052,11,2021-09
28053,7,2021-01
28054,4,2021-10
28055,10,2021-01
28056,3,2021-11
28057,0,2021-05
28058,4,2020-11
28059,2,2021-03
28060,0,2021-01
28061,11,2021-01
28062,7,2021-01
28063,0,2021-03
28064,3,2021-01
28065,1,2021-03
28066,6,2021-03
28067,10,2021-01
28068,5,2021-04
28069,7,2021-01
28070,5,2021-12
28071,3,2021-07
28072,10,2021-03
28073,3,2021-10
28074,4,2021-12
28075,0,2021-11
28076,10,2021-01
28077,7,2022-04
28078,3,2022-04
28079,2,2020-12
28080,0,2021-05
28081,7,2022-07
28082,3,2021-03
28083,6,2020-12
28084,6,2021-07
28085,7,2021-07
28086,4,2021-08
28087,1,2022-11
28088,1,2021-01
28089,0,2021-12
28090,9,2021-08
28091,0,2021-02
28092,9,2021-12
28093,7,2021-02
28094,0,2021-01
28095,7,2021-01
28096,10,2021-01
28097,7,2021-10
28098,6,2020-11
28099,3,2022-05
28100,11,2021-02
28101,4,2021-07
28102,10,2021-03
28103,5,2022-03
28104,2,2021-01
28105,0,2021-01
28106,11,2021-06
28107,7,2022-09
28108,11,2021-12
28109,1,2021-05
28110,10,2021-07
28111,3,2021-12
28112,3,2022-01
28113,3,2021-03
28114,7,2021-01
28115,0,2021-03
28116,6,2021-05
28117,1,2021-02
28118,11,2021-05
28119,3,2021-07
28120,8,2021-11
28121,10,2021-04
28122,9,2021-08
28123,7,2022-02
28124,4,2021-03
28125,0,2021-01
28126,11,2021-11
28127,11,2021-05
28128,2,2021-05
28129,0,2022-01
28130,3,2021-01
28131,6,2021-01
28132,3,2021-07
28133,2,2022-01
28134,6,2021-02
28135,7,2021-01
28137,6,2020-11
28138,6,2021-12
28139,11,2021-08
28140,0,2021-08
28141,10,2020-08
28142,0,2021-01
28143,2,2021-12
28144,4,2021-01
28145,0,2021-07
28146,7,2021-03
28147,0,2020-09
28148,10,2021-04
28149,7,2021-05
28150,1,2021-01
28151,10,2021-09
28152,8,2021-02
28153,8,2021-03
28154,0,2021-10
28155,7,2021-01
28156,3,2021-07
28157,7,2021-01
28158,3,2021-10
28159,0,2020-12
28160,3,2021-05
28161,11,2021-11
28162,9,2021-06
28163,9,2021-01
28164,3,2021-01
28165,0,2021-11
28166,4,2021-10
28167,8,2021-06
28168,2,2021-10
28169,0,2021-09
28171,4,2021-09
28172,6,2021-03
28173,9,2021-07
28174,2,2021-04
28175,11,2021-05
28176,4,2022-11
28177,10,2021-02
28178,6,2021-07
28179,7,2021-01
28180,4,2021-12
28182,0,2021-07
28183,0,2021-02
28184,2,2021-04
28185,0,2021-04
28186,10,2020-12
28187,4,2022-10
28188,0,2021-07
28189,11,2021-12
28190,8,2021-02
28191,4,2021-12
28192,0,2021-07
28193,10,2021-02
28194,7,2021-12
28195,9,2021-12
28196,10,2021-12
28197,9,2021-08
28198,5,2022-01
28199,3,2022-01
28200,10,2021-07
28201,3,2022-11
28202,3,2022-04
28203,2,2021-10
28204,1,2021-12
28205,0,2021-01
28206,0,2021-04
28207,10,2021-11
28208,0,2021-02
28209,6,2021-01
28210,10,2021-01
28211,4,2021-01
28212,0,2021-06
28213,2,2021-05
28214,1,2021-03
28215,0,2021-02
28216,4,2021-08
28217,3,2022-06
28219,5,2022-07
28220,7,2021-05
28221,6,2021-05
28222,3,2021-03
28223,9,2022-06
28224,2,2021-01
28225,0,2021-05
28226,7,2021-01
28227,6,2021-01
28228,4,2021-10
28229,3,2021-05
28230,4,2021-02
28231,3,2021-08
28232,0,2021-01
28233,2,2021-03
28234,4,2021-01
28235,3,2020-11
28236,0,2021-10
28237,6,2020-12
28238,0,2021-09
28239,0,2021-02
28240,5,2021-11
28241,11,2021-03
28242,7,2022-02
28243,8,2020-12
28244,3,2021-08
28245,5,2021-01
28246,10,2021-02
28247,7,2021-08
28248,3,2021-08
28249,7,2021-11
28250,11,2021-02
28251,7,2021-08
28252,4,2021-07
28253,8,2021-04
28254,2,2022-05
28255,4,2020-09
28256,2,2021-10
28257,8,2021-10
28258,0,2021-05
28259,4,2021-08
28260,4,2020-11
28261,3,2021-02
28262,10,2021-01
28263,2,2021-02
28264,10,2021-01
28265,10,2021-01
28266,8,2020-08
28267,7,2021-04
28268,6,2021-02
28269,8,2022-12
28270,1,2021-10
28271,11,2021-06
28272,8,2021-05
28273,11,2021-06
28274,5,2021-12
28275,6,2021-07
28276,7,2021-04
28277,8,2021-01
28278,11,2021-01
28279,4,2020-10
28280,2,2021-08
28281,6,2022-01
28282,2,2021-12
28283,1,2021-07
28284,0,2021-04
28285,11,2021-01
28286,1,2021-03
28287,3,2021-09
28288,4,2021-10
28289,9,2022-11
28290,2,2021-01
28291,0,2021-03
28292,6,2021-01
28293,9,2021-06
28294,4,2021-08
28295,3,2021-02
28296,8,2021-12
28297,2,2021-07
28298,9,2021-01
28299,3,2021-01
28300,5,2021-12
28301,11,2022-04
28302,1,2021-05
28303,2,2021-11
28304,11,2021-07
28305,3,2021-10
28306,8,2021-07
28307,2,2021-02
28308,10,2020-12
28309,4,2021-01
28310,4,2021-09
28311,0,2021-02
28312,0,2021-08
28313,6,2021-03
28314,8,2021-07
28315,2,2021-02
28316,9,2021-11
28317,11,2021-03
28318,7,2021-10
28319,0,2021-02
28320,2,2020-12
28321,6,2020-08
28322,4,2022-05
28323,0,2021-01
28324,2,2021-08
28325,7,2021-01
28326,6,2022-02
28327,5,2022-07
28328,0,2020-12
28329,10,2021-06
28330,2,2021-01
28331,0,2021-03
28332,2,2022-07
28333,5,2022-01
28334,2,2021-03
28335,6,2021-04
28336,0,2021-03
28337,2,2020-12
28338,2,2021-07
28339,7,2021-11
28340,11,2021-09
28341,6,2022-11
28342,0,2021-01
28343,6,2020-11
28344,4,2021-01
28345,8,2021-04
28346,6,2021-01
28347,4,2021-12
28348,4,2021-01
28349,3,2021-05
28350,10,2021-01
28351,0,2021-07
28353,2,2022-05
28354,6,2021-05
28355,7,2021-06
28356,6,2021-02
28357,3,2021-05
28358,1,2020-12
28359,1,2021-08
28360,10,2021-01
28361,5,2021-08
28362,1,2022-03
28363,0,2021-08
28364,2,2021-01
28365,10,2021-11
28366,0,2021-07
28367,6,2022-11
28368,3,2021-03
28369,4,2020-06
28370,7,2020-12
28371,3,2020-12
28372,6,2021-03
28373,8,2021-08
28374,4,2020-04
28375,6,2022-02
28376,9,2021-02
28377,1,2022-11
28378,7,2021-01
28379,6,2021-02
28380,3,2021-06
28381,0,2021-03
28382,3,2020-11
28383,11,2021-04
28384,10,2021-03
28385,4,2021-07
28386,0,2021-03
28387,0,2021-08
28388,2,2021-07
28389,3,2021-08
28390,10,2020-12
28391,3,2021-12
28392,7,2021-10
28393,3,2021-09
28394,6,2021-06
28395,10,2021-11
28396,10,2021-03
28397,11,2020-12
28398,2,2022-12
28399,6,2021-02
28400,11,2021-01
28401,0,2022-08
28402,3,2021-05
28403,4,2021-07
28404,7,2021-07
28405,8,2021-02
28406,10,2021-09
28407,2,2021-07
28408,4,2021-06
28409,6,2021-01
28410,3,2021-09
28411,1,2021-05
28412,4,2021-02
28413,11,2022-02
28414,4,2021-03
28415,7,2022-10
28417,0,2021-04
28418,0,2020-12
28419,7,2020-11
28420,3,2021-05
28421,11,2021-10
28422,10,2021-07
28423,7,2021-07
28424,9,2022-01
28425,7,2021-01
28426,4,2022-03
28427,4,2021-08
28428,0,2021-10
28429,3,2021-10
28430,6,2021-02
28431,3,2021-01
28432,9,2021-08
28433,0,2020-12
28434,10,2021-05
28435,9,2022-02
28436,0,2021-11
28437,7,2021-06
28438,10,2021-11
28439,0,2020-12
28440,0,2021-04
28441,11,2022-05
28442,0,2021-03
28443,9,2021-12
28444,2,2021-10
28445,4,2021-04
28446,9,2021-12
28447,2,2021-04
28448,8,2021-06
28449,2,2020-09
28450,6,2021-07
28451,8,2021-06
28452,3,2020-11
28453,3,2021-01
28454,5,2021-05
28456,6,2021-06
28457,5,2021-06
28458,3,2021-03
28459,3,2022-01
28460,1,2020-08
28461,7,2021-08
28462,2,2021-02
28463,6,2021-10
28464,8,2021-01
28465,0,2021-02
28466,2,2021-02
28467,10,2021-07
28468,5,2021-07
28469,0,2021-04
28470,3,2021-05
28471,9,2021-08
28472,2,2021-01
28473,7,2022-11
28474,7,2022-07
28475,0,2021-03
28476,0,2021-03
28477,11,2021-07
28478,4,2021-05
28479,0,2021-10
28480,10,2021-02
28481,8,2021-02
28482,6,2021-05
28483,0,2021-01
28484,10,2021-07
28485,0,2021-02
28486,2,2021-05
28487,6,2021-06
28488,6,2021-01
28489,5,2021-10
28490,6,2021-07
28491,4,2021-08
28492,7,2021-01
28493,0,2021-09
28494,0,2021-03
28495,6,2021-08
28496,11,2021-07
28497,1,2021-03
28498,7,2021-06
28499,7,2021-12
28500,3,2021-07
28501,0,2021-07
28502,2,2021-02
28503,7,2022-03
28504,6,2021-10
28505,9,2021-01
28506,0,2021-06
28507,3,2021-06
28508,1,2021-08
28509,3,2022-02
28510,10,2021-12
28511,0,2021-02
28512,0,2021-02
28513,6,2021-07
28514,9,2021-04
28515,3,2021-02
28516,7,2021-05
28517,3,2021-05
28518,2,2020-11
28520,8,2021-12
28521,5,2022-05
28522,0,2021-07
28523,11,2021-03
28524,3,2022-05
28525,2,2021-05
28526,5,2022-03
28527,6,2022-03
28528,4,2021-03
28529,3,2021-04
28530,0,2021-12
28531,1,2021-12
28532,10,2021-05
28533,2,2021-04
28534,9,2022-10
28535,8,2021-10
28536,2,2021-03
28537,6,2021-10
28538,6,2021-11
28539,8,2021-01
28540,9,2021-12
28541,0,2020-12
28542,0,2021-02
28543,3,2021-01
28544,0,2021-09
28545,0,2021-01
28546,3,2021-12
28547,6,2020-12
28548,10,2021-10
28549,10,2021-08
28550,6,2021-11
28551,4,2021-02
28552,6,2021-06
28554,0,2021-11
28555,9,2021-01
28556,10,2021-12
28557,8,2021-10
28558,2,2021-08
28559,1,2020-11
28560,3,2021-03
28561,0,2021-01
28562,10,2020-11
28563,4,2020-10
28564,1,2021-09
28565,3,2021-08
28567,9,2022-12
28568,8,2021-08
28569,0,2021-09
28570,4,2021-08
28571,3,2021-10
28572,2,2021-10
28573,4,2021-09
28574,4,2021-10
28575,0,2021-07
28576,8,2021-02
28577,7,2021-02
28578,11,2021-04
28579,9,2021-01
28580,9,2021-05
28581,10,2021-07
28582,0,2021-08
28583,5,2021-04
28584,9,2021-05
28585,3,2021-12
28586,3,2022-02
28587,3,2020-12
28588,3,2021-02
28590,8,2021-08
28591,11,2021-09
28592,11,2021-07
28593,10,2020-12
28594,8,2021-01
28595,4,2020-11
28596,1,2022-01
28597,6,2021-08
28598,8,2021-03
28599,11,2021-03
28600,3,2021-07
28601,11,2020-12
28602,2,2022-01
28603,6,2021-11
28604,7,2021-05
28605,6,2021-07
28606,4,2021-10
28607,9,2020-10
28608,6,2021-05
28609,0,2021-03
28610,10,2021-01
28611,2,2020-12
28612,2,2021-01
28613,11,2021-10
28614,3,2021-12
28615,0,2021-04
28616,9,2021-04
28617,0,2021-08
28618,6,2021-03
28619,3,2021-07
28620,0,2022-01
28621,6,2021-07
28622,2,2021-12
28623,2,2020-11
28624,7,2021-02
28625,4,2021-05
28626,7,2021-01
28627,0,2021-02
28628,1,2021-08
28629,3,2021-02
28630,3,2022-02
28631,0,2021-12
28632,6,2021-07
28633,3,2021-06
28634,6,2021-12
28635,6,2021-12
28636,2,2021-11
28637,2,2020-11
28638,3,2021-07
28639,0,2020-09
28640,11,2021-08
28641,1,2021-07
28642,6,2021-01
28644,8,2021-07
28645,5,2022-04
28646,4,2020-08
28647,3,2021-09
28648,2,2021-12
28649,3,2021-07
28650,6,2021-01
28651,2,2020-09
28652,11,2021-02
28653,2,2021-03
28654,11,2021-10
28655,1,2021-03
28656,5,2022-02
28657,0,2021-06
28658,8,2021-02
28659,11,2021-06
28660,4,2021-08
28661,2,2021-05
28662,6,2021-01
28663,2,2021-11
28664,10,2020-11
28665,10,2021-06
28666,7,2022-01
28667,3,2021-03
28669,7,2022-11
28670,11,2021-06
28671,0,2020-12
28672,0,2021-02
28673,1,2022-01
28674,7,2022-01
28675,4,2020-11
28676,11,2020-08
28677,8,2022-07
28678,11,2020-09
28679,5,2021-03
28681,0,2021-03
28682,6,2021-11
28683,10,2021-12
28684,6,2021-01
28685,10,2021-01
28686,8,2021-01
28687,1,2021-10
28688,6,2021-08
28689,6,2021-09
28690,3,2020-08
28691,2,2021-04
28692,10,2021-01
28693,0,2022-11
28694,0,2021-01
28695,2,2021-11
28696,2,2021-01
28697,7,2021-10
28698,10,2021-01
28699,11,2021-01
28700,5,2022-08
28701,9,2022-11
28702,1,2021-02
28703,11,2021-08
28704,3,2021-06
28705,3,2021-05
28706,3,2021-03
28707,1,2021-02
28708,0,2021-01
28709,6,2021-03
28710,11,2021-08
28711,11,2021-09
28712,7,2021-10
28713,1,2020-11
28714,4,2021-07
28715,2,2021-02
28716,4,2021-01
28717,2,2021-01
28718,8,2021-06
28719,6,2021-07
28720,7,2021-02
28721,10,2021-12
28722,6,2020-09
28723,8,2021-10
28724,2,2021-01
28725,2,2021-05
28726,3,2022-05
28727,6,2021-01
28728,0,2021-01
28729,8,2021-01
28730,2,2021-03
28731,8,2021-10
28732,1,2021-07
28733,8,2021-01
28734,8,2020-12
28735,11,2021-07
28736,0,2021-06
28737,9,2022-01
28738,4,2021-01
28739,3,2022-04
28740,0,2021-02
28741,0,2021-11
28742,0,2021-01
28743,9,2021-08
28744,10,2021-12
28745,3,2020-11
28746,3,2021-01
28747,8,2021-11
28748,10,2021-02
28749,6,2021-07
28750,10,2021-06
28751,3,2020-02
28752,1,2021-08
28753,0,2021-04
28754,3,2021-02
28755,5,2022-11
28756,9,2021-04
28757,1,2021-02
28758,10,2021-01
28759,1,2022-11
28760,11,2021-01
28761,0,2021-03
28762,9,2021-04
28763,10,2021-05
28764,7,2020-12
28765,2,2021-03
28766,10,2022-03
28767,6,2020-08
28768,0,2021-08
28769,3,2021-10
28770,11,2021-12
28771,3,2021-06
28772,3,2022-01
28773,5,2021-07
28775,4,2021-02
28776,0,2021-08
28777,4,2021-11
28778,10,2021-12
28779,0,2021-12
28780,0,2021-08
28781,2,2020-11
28782,6,2021-10
28783,2,2021-01
28784,1,2021-05
28785,0,2021-02
28786,11,2021-08
28787,10,2020-11
28788,4,2020-12
28789,3,2021-04
28790,11,2021-01
28791,1,2021-01
28792,10,2021-02
28793,7,2021-03
28794,0,2021-02
28795,7,2021-03
28796,9,2022-04
28797,0,2021-03
28798,11,2021-01
28799,3,2021-07
28800,5,2022-03
28801,0,2021-03
28802,6,2022-01
28803,11,2022-04
28804,9,2021-08
28805,7,2021-03
28806,7,2021-08
28807,2,2021-11
28808,9,2021-02
28809,8,2021-03
28810,2,2021-01
28811,2,2021-01
28812,0,2022-04
28813,8,2021-12
28814,0,2021-01
28815,2,2021-08
28816,9,2021-03
28817,8,2021-10
28818,0,2021-03
28819,3,2020-08
28820,4,2021-12
28821,0,2021-12
28822,4,2021-10
28823,10,2021-01
28824,2,2021-04
28825,8,2021-06
28826,2,2021-11
28827,6,2021-01
28828,2,2021-09
28829,10,2021-01
28830,6,2021-11
28831,6,2021-07
28832,6,2021-12
28833,1,2021-07
28834,8,2021-03
28835,4,2020-11
28836,3,2021-07
28837,1,2021-03
28838,3,2021-10
28839,11,2022-02
28840,10,2020-12
28841,6,2021-01
28842,2,2021-07
28843,6,2021-10
28844,4,2020-11
28845,0,2021-05
28846,2,2021-01
28847,3,2021-01
28848,9,2021-01
28849,0,2021-08
28850,7,2021-05
28851,10,2021-07
28852,6,2021-03
28853,10,2021-03
28854,8,2021-06
28855,8,2021-07
28856,4,2021-07
28857,0,2022-11
28858,2,2021-10
28859,0,2022-09
28860,5,2021-07
28861,0,2021-04
28862,4,2021-11
28863,10,2021-03
28864,9,2021-12
28865,6,2021-01
28866,0,2020-12
28867,9,2021-12
28868,0,2021-02
28869,2,2021-02
28870,0,2021-12
28871,11,2021-05
28872,9,2021-01
28873,6,2021-01
28874,8,2021-04
28875,11,2021-01
28876,8,2021-03
28877,11,2021-09
28878,4,2021-07
28879,2,2021-01
28880,6,2021-02
28881,7,2021-01
28882,3,2021-05
28883,9,2021-02
28884,6,2020-11
28885,5,2022-02
28886,2,2021-03
28887,7,2021-08
28888,3,2021-07
28889,2,2021-12
28890,2,2021-11
28891,4,2021-08
28892,0,2021-01
28893,9,2022-06
28894,3,2021-03
28895,11,2021-12
28896,0,2021-05
28897,6,2022-01
28898,4,2022-05
28899,2,2021-01
28900,9,2020-09
28901,0,2021-01
28902,0,2022-12
28903,6,2021-08
28904,6,2021-01
28905,7,2022-03
28906,0,2022-11
28907,6,2021-01
28908,7,2021-04
28909,10,2021-10
28910,4,2021-08
28911,7,2022-06
28912,0,2021-03
28913,8,2021-07
28914,2,2021-06
28915,0,2021-05
28916,4,2021-12
28917,10,2021-06
28918,10,2021-12
28919,0,2021-03
28920,2,2022-04
28921,11,2021-11
28922,11,2021-01
28923,4,2021-09
28924,3,2020-11
28925,3,2021-04
28926,6,2020-12
28927,9,2021-08
28928,6,2021-07
28929,2,2021-01
28930,0,2021-01
28931,10,2021-02
28932,8,2021-09
28933,7,2021-08
28934,3,2021-08
28935,3,2021-11
28936,9,2021-01
28937,9,2020-10
28938,10,2021-09
28939,2,2022-03
28940,9,2021-01
28941,3,2021-09
28942,5,2021-12
28943,6,2021-10
28944,2,2021-02
28945,7,2021-12
28946,0,2021-03
28947,2,2020-11
28948,5,2021-10
28949,3,2021-08
28950,2,2021-05
28951,2,2021-04
28952,10,2021-09
28953,0,2022-02
28954,10,2020-11
28955,0,2021-03
28956,4,2021-02
28957,4,2021-03
28958,6,2021-03
28959,11,2021-06
28960,3,2021-12
28961,3,2022-07
28962,3,2021-08
28963,2,2022-11
28964,3,2021-06
28965,0,2021-05
28966,2,2021-06
28967,8,2021-03
28968,8,2020-08
28969,6,2022-06
28970,7,2021-02
28971,11,2021-04
28972,1,2022-02
28973,2,2021-10
28974,3,2021-05
28975,10,2021-02
28976,11,2021-08
28977,5,2021-10
28978,10,2021-01
28979,2,2021-10
28980,7,2021-03
28981,3,2020-02
28982,4,2021-03
28983,2,2021-05
28984,8,2021-08
28985,11,2021-10
28987,4,2021-12
28988,0,2021-01
28989,0,2021-01
28990,7,2021-01
28991,4,2022-08
28992,10,2021-01
28993,11,2020-12
28994,3,2021-02
28995,7,2021-01
28996,10,2021-01
28997,6,2022-12
28998,1,2020-12
28999,0,2021-05
29000,0,2020-12
29001,2,2021-01
29002,4,2020-09
29003,10,2020-11
29004,10,2021-02
29005,7,2021-08
29006,6,2021-07
29007,3,2022-10
29008,10,2021-05
29009,7,2021-04
29010,3,2021-04
29011,8,2022-04
29012,2,2022-03
29013,3,2021-07
29014,7,2021-02
29015,0,2021-01
29016,3,2021-01
29017,9,2021-10
29018,5,2022-11
29019,8,2022-10
29020,9,2021-02
29021,4,2020-08
29022,7,2021-12
29023,4,2021-02
29024,3,2021-07
29025,2,2021-10
29026,5,2022-02
29027,3,2021-02
29028,2,2022-07
29029,10,2020-10
29030,0,2021-03
29031,8,2021-08
29032,7,2021-09
29033,10,2021-02
29034,0,2021-03
29035,4,2022-03
29036,11,2021-11
29037,7,2021-06
29038,9,2021-06
29039,3,2021-08
29040,6,2021-06
29041,0,2020-12
29042,2,2021-07
29043,4,2022-07
29044,5,2021-08
29045,6,2021-11
29046,6,2021-12
29047,3,2021-01
29048,0,2021-03
29049,7,2021-07
29050,0,2021-03
29051,3,2021-12
29052,6,2021-10
29053,8,2021-01
29054,2,2021-12
29055,5,2022-07
29056,5,2022-06
29058,2,2021-12
29059,5,2022-05
29060,2,2021-02
29061,7,2021-09
29062,1,2021-01
29063,6,2021-07
29064,10,2021-08
29065,7,2021-12
29066,4,2021-01
29067,10,2020-12
29068,4,2021-04
29069,11,2021-07
29070,10,2021-08
29071,9,2021-01
29072,2,2021-02
29073,10,2021-02
29074,4,2021-07
29075,3,2022-02
29076,7,2021-11
29077,7,2021-02
29078,3,2021-12
29079,6,2021-01
29080,9,2021-01
29081,3,2021-12
29082,7,2021-06
29083,3,2021-05
29084,6,2021-12
29085,8,2020-08
29086,10,2021-02
29087,6,2020-12
29088,4,2021-02
29089,2,2020-10
29090,6,2021-06
29091,4,2022-01
29092,4,2021-11
29093,3,2021-09
29094,4,2021-01
29095,7,2021-10
29097,10,2021-01
29098,2,2021-01
29099,5,2021-12
29100,10,2021-07
29101,11,2021-08
29102,8,2021-07
29103,0,2021-07
29104,4,2022-12
29105,6,2021-12
29106,4,2022-02
29107,6,2021-11
29108,8,2022-10
29109,7,2022-02
29110,11,2022-02
29111,0,2021-03
29112,2,2021-02
29113,7,2021-05
29114,7,2021-04
29115,4,2021-03
29116,10,2022-05
29117,1,2021-01
29118,4,2021-11
29119,6,2022-02
29120,6,2020-11
29121,7,2021-10
29122,10,2021-05
29123,2,2022-01
29124,10,2021-05
29125,4,2021-02
29126,9,2021-07
29127,3,2021-07
29128,10,2021-11
29129,8,2022-01
29130,10,2021-02
29131,9,2021-05
29132,7,2021-08
29133,10,2021-05
29134,2,2021-07
29135,10,2021-07
29136,4,2021-12
29137,10,2021-04
29138,3,2021-10
29139,11,2021-12
29140,7,2022-10
29141,3,2021-08
29142,4,2021-10
29143,6,2020-11
29144,5,2021-09
29145,10,2021-06
29146,6,2021-10
29147,6,2021-04
29148,10,2021-01
29149,10,2021-08
29150,11,2021-08
29151,11,2021-05
29152,6,2021-03
29153,10,2021-07
29154,9,2021-06
29155,6,2022-11
29156,5,2022-04
29157,10,2021-07
29158,7,2021-03
29159,9,2021-07
29160,8,2021-11
29161,5,2021-10
29162,2,2021-01
29163,0,2021-01
29164,1,2020-12
29165,11,2021-11
29166,7,2021-08
29167,0,2022-01
29168,8,2022-01
29169,4,2021-08
29170,2,2021-02
29171,6,2021-08
29172,2,2021-09
29173,11,2021-01
29174,1,2021-10
29175,0,2021-02
29176,5,2021-08
29177,4,2021-11
29178,11,2021-07
29179,3,2021-05
29180,4,2021-12
29181,11,2021-02
29182,6,2021-02
29183,4,2021-08
29184,2,2021-12
29185,0,2021-08
29186,11,2021-06
29187,4,2021-05
29188,2,2021-02
29189,10,2021-08
29190,3,2021-06
29191,3,2022-06
29192,0,2021-01
29193,10,2021-03
29194,11,2021-10
29195,4,2021-10
29196,6,2021-01
29197,2,2020-12
29198,7,2021-05
29199,2,2021-02
29200,8,2021-05
29201,3,2022-04
29202,2,2020-10
29203,1,2021-07
29204,10,2021-02
29205,9,2021-01
29206,11,2022-03
29207,9,2021-01
29208,4,2021-01
29209,8,2020-12
29210,6,2021-09
29211,3,2021-01
29212,6,2021-01
29213,8,2021-07
29214,7,2022-05
29215,7,2021-02
29216,3,2020-08
29217,3,2021-08
29219,2,2021-01
29220,3,2022-08
29221,7,2021-03
29222,3,2021-11
29223,11,2020-12
29224,2,2021-03
29225,4,2021-10
29226,8,2021-07
29227,10,2021-01
29228,4,2021-05
29229,2,2022-02
29230,6,2020-08
29231,8,2020-12
29232,4,2021-02
29233,7,2021-08
29234,11,2021-08
29235,0,2021-03
29236,0,2021-04
29237,11,2021-10
29238,9,2021-01
29239,6,2021-08
29240,7,2021-12
29241,10,2021-02
29242,1,2021-10
29243,7,2021-12
29244,3,2021-05
29245,2,2020-09
29246,6,2021-12
29247,11,2022-02
29248,10,2021-11
29249,2,2021-01
29250,3,2021-12
29251,11,2021-01
29252,1,2021-01
29253,2,2021-07
29254,2,2020-10
29255,4,2021-03
29256,11,2021-01
29257,3,2021-02
29258,6,2021-01
29259,8,2021-01
29260,6,2021-11
29262,2,2022-04
29263,9,2021-04
29264,0,2021-05
29265,0,2021-05
29266,10,2021-01
29267,5,2021-07
29268,6,2022-06
29269,11,2021-04
29270,11,2021-06
29271,0,2021-11
29272,4,2021-10
29273,0,2021-02
29274,1,2022-12
29275,9,2021-02
29276,2,2021-03
29277,10,2022-12
29278,6,2021-01
29280,6,2021-02
29281,1,2021-09
29282,5,2022-08
29283,10,2021-02
29284,3,2021-06
29285,6,2022-08
29286,10,2021-01
29287,10,2021-11
29288,3,2022-01
29289,4,2020-10
29290,4,2021-10
29291,0,2021-01
29292,3,2021-02
29293,0,2021-09
29294,8,2021-01
29295,1,2021-03
29296,4,2021-01
29297,11,2021-02
29298,0,2021-02
29299,9,2021-01
29300,6,2020-11
29301,4,2021-08
29302,11,2021-10
29303,2,2022-03
29304,8,2021-11
29305,0,2021-02
29306,5,2022-12
29307,4,2021-06
29308,4,2021-05
29309,11,2022-09
29310,11,2021-03
29311,8,2021-10
29312,4,2022-05
29313,8,2021-01
29314,4,2021-08
29315,4,2020-12
29316,3,2021-01
29317,6,2021-01
29318,8,2021-10
29319,5,2021-07
29320,6,2021-01
29321,10,2021-04
29322,8,2020-09
29323,2,2021-01
29324,0,2021-07
29325,0,2021-10
29326,6,2021-04
29327,7,2021-01
29328,11,2021-04
29329,4,2021-01
29330,2,2021-01
29332,9,2021-10
29333,5,2021-12
29334,8,2021-01
29335,10,2021-08
29336,6,2020-11
29337,7,2021-03
29338,2,2021-01
29339,6,2021-04
29340,9,2022-04
29341,2,2021-08
29342,0,2021-12
29343,0,2021-01
29344,3,2020-12
29345,9,2021-08
29346,1,2021-11
29347,8,2022-11
29348,9,2022-01
29349,8,2021-02
29350,1,2021-04
29351,4,2022-05
29352,0,2020-12
29353,1,2021-12
29354,6,2020-11
29355,9,2021-02
29357,11,2021-03
29358,4,2022-02
29359,3,2021-06
29360,3,2020-09
29361,11,2021-01
29362,11,2021-10
29363,4,2021-04
29364,5,2022-03
29365,8,2021-04
29366,10,2021-12
